Spectrum,Type,Name,Norm,Time/h,Na2O,Na2O.err,MgO,MgO.err,Al2O3,Al2O3.err,SiO2,SiO2.err,P2O5,P2O5.err,SO3,SO3.err,Cl,Cl.err,K2O,K2O.err,CaO,CaO.err,TiO2,TiO2.err,Cr2O3,Cr2O3.err,MnO,MnO.err,FeO,FeO.err,Ni,Ni.err,Zn,Zn.err,Br,Br.err
B011_CS,SU,Tarmac,50,7.5,1.83,0.28,7.58,0.12,9.26,0.13,46.30,0.47,0.83,0.08,4.99,0.08,0.63,0.02,0.47,0.06,7.31,0.06,1.04,0.07,0.45,0.04,0.37,0.01,18.80,0.13,423,57,241,20,32,17
B015_S,RU,Robert.E,93,1.4,1.56,0.88,8.29,0.21,7.46,0.18,39.60,0.49,0.97,0.19,19.42,0.28,0.81,0.03,0.57,0.07,5.03,0.07,0.74,0.12,0.19,0.04,0.28,0.04,15.00,0.14,597,72,569,34,7,21
B023_CS,SU,Hematite_Slope_Hema2,62,5.0,2.12,0.26,7.50,0.12,8.59,0.13,42.70,0.45,0.81,0.08,4.77,0.08,0.68,0.02,0.43,0.06,6.13,0.06,0.78,0.07,0.30,0.04,0.31,0.01,24.80,0.17,633,64,312,24,37,19
B025_CS,ST,Trench_floor,68,5.0,2.03,0.24,7.49,0.11,9.21,0.12,45.90,0.38,0.80,0.08,6.96,0.09,0.70,0.02,0.49,0.06,6.69,0.06,1.13,0.08,0.40,0.04,0.35,0.01,17.70,0.11,634,61,428,24,159,21
B026_CS,ST,Trench_sidewall,58,5.1,1.92,0.30,7.42,0.13,9.05,0.14,45.30,0.48,0.75,0.08,5.69,0.09,0.59,0.02,0.45,0.06,6.72,0.06,1.24,0.08,0.46,0.04,0.36,0.02,19.90,0.15,631,69,348,28,130,21
B029_CS,RU,McKittrick_asis,95,5.0,2.28,0.25,8.14,0.12,8.39,0.12,43.10,0.41,0.97,0.08,12.73,0.14,0.87,0.02,0.53,0.06,5.72,0.05,0.87,0.07,0.26,0.03,0.30,0.01,15.70,0.11,588,49,295,16,211,18
B030_CS,RU,Guadalupe_asis,75,3.4,1.88,0.30,7.95,0.14,7.26,0.12,40.30,0.44,1.01,0.09,18.75,0.22,0.87,0.02,0.58,0.06,4.92,0.05,0.84,0.08,0.17,0.04,0.30,0.01,15.10,0.12,657,60,373,23,43,19
B031_CS,RR,McKittrick_RAT,81,4.4,1.67,0.27,8.00,0.13,6.20,0.12,38.30,0.40,0.99,0.09,21.31,0.22,0.60,0.02,0.56,0.06,4.42,0.05,0.81,0.08,0.19,0.03,0.30,0.01,16.50,0.12,735,56,279,19,342,21
B036_CS,RR,Guadalupe_RAT,100,3.9,1.66,0.26,8.45,0.12,5.85,0.10,36.20,0.37,0.97,0.09,24.91,0.25,0.50,0.01,0.53,0.06,4.91,0.05,0.65,0.07,0.17,0.03,0.30,0.01,14.80,0.11,589,50,324,17,30,16
B040_CS,RU,Last_Chance_Makar_asis,94,6.5,2.09,0.23,7.65,0.10,7.06,0.09,38.40,0.36,1.00,0.08,18.91,0.18,0.90,0.02,0.56,0.06,4.84,0.04,0.70,0.06,0.16,0.03,0.30,0.01,17.40,0.11,686,48,397,16,32,15
B041_S,RU,Dells_HiHo_asis,86,0.5,2.40,1.36,8.10,0.35,8.75,0.35,43.90,0.76,0.97,0.30,11.42,0.31,0.84,0.05,0.55,0.08,5.70,0.11,0.94,0.24,0.29,0.06,0.33,0.08,15.60,0.21,625,109,292,49,346,39
B043_CS,RU,Mojo2_asis,91,4.3,2.26,0.25,7.82,0.12,8.39,0.12,43.00,0.43,0.98,0.08,12.97,0.15,0.86,0.02,0.56,0.06,5.98,0.05,0.88,0.07,0.23,0.03,0.29,0.01,15.60,0.11,633,52,414,19,90,17
B045_CS,RR,Mojo2_RAT,86,3.9,1.64,0.27,8.38,0.13,6.18,0.10,36.30,0.38,1.01,0.09,23.61,0.24,0.54,0.02,0.59,0.06,5.19,0.05,0.74,0.07,0.20,0.03,0.26,0.01,15.30,0.12,656,54,427,21,105,19
B046B_CS,RU,BerryBowl_Rubel_Full,93,13.0,2.29,0.21,6.82,0.09,8.02,0.12,39.50,0.34,0.76,0.07,5.60,0.06,0.72,0.01,0.38,0.06,5.24,0.04,0.70,0.06,0.27,0.03,0.27,0.01,29.30,0.15,801,45,331,13,41,15
B048_CS,RU,BerryBowl_Empty,91,3.7,2.11,0.27,7.86,0.13,8.12,0.12,42.70,0.44,0.97,0.08,14.08,0.16,0.99,0.02,0.56,0.06,5.51,0.05,0.84,0.07,0.20,0.03,0.34,0.01,15.60,0.12,607,53,426,21,103,19
B049_S,RU,RasperryNewton,91,0.3,2.29,1.06,8.41,0.31,8.34,0.27,41.40,0.65,1.01,0.25,15.19,0.37,0.93,0.06,0.61,0.08,5.29,0.12,0.84,0.22,0.16,0.06,0.27,0.07,15.10,0.21,553,119,460,63,177,36
B051_CS,RU,RealSharksTooth_enamel1_asis,97,3.3,2.16,0.25,8.16,0.13,6.99,0.11,38.30,0.40,0.99,0.08,18.70,0.20,0.85,0.02,0.52,0.06,4.37,0.05,0.67,0.07,0.17,0.03,0.24,0.01,17.70,0.13,653,55,388,21,100,18
B060_CS,SU,MontBlanc_LeHauches,67,12.8,2.24,0.19,7.63,0.08,9.22,0.09,45.30,0.29,0.94,0.07,7.34,0.07,0.79,0.01,0.48,0.06,6.59,0.04,1.02,0.07,0.33,0.03,0.34,0.01,17.60,0.07,470,42,404,14,26,14
B066_CS,RU,BounceRock_Glanz,53,4.0,1.97,0.32,6.56,0.14,9.68,0.16,48.50,0.50,0.99,0.09,3.66,0.08,0.57,0.02,0.27,0.06,10.93,0.10,0.83,0.09,0.10,0.04,0.42,0.02,15.50,0.11,153,63,110,25,41,21
B068_CS,RR,BounceRock_Case_Rat,89,4.3,1.66,0.25,6.84,0.11,10.48,0.14,51.60,0.51,0.92,0.08,0.56,0.03,0.10,0.01,0.11,0.05,12.09,0.09,0.74,0.07,0.11,0.03,0.40,0.01,14.40,0.11,81,42,38,12,39,17
B070_CS,RU,BounceRock_Maggie,104,4.5,2.16,0.25,7.65,0.12,10.74,0.16,47.50,0.45,0.88,0.08,4.63,0.07,0.94,0.02,0.27,0.06,9.83,0.07,0.69,0.07,0.12,0.03,0.37,0.01,14.20,0.10,162,40,145,12,33,15
B080_CS,SU,JackRussel_SoilBesi,64,2.7,2.21,0.27,6.81,0.13,7.66,0.13,38.60,0.47,0.77,0.08,4.90,0.10,0.68,0.02,0.37,0.06,5.10,0.06,0.68,0.07,0.30,0.04,0.27,0.02,31.50,0.24,882,84,304,31,35,23
B081_CS,ST,BeagleBurrow_Trench,66,4.0,2.34,0.29,7.59,0.14,9.88,0.15,47.10,0.50,0.74,0.08,4.57,0.08,0.49,0.02,0.41,0.06,6.73,0.07,1.23,0.08,0.48,0.04,0.36,0.02,17.90,0.14,592,66,256,25,40,21
B087_CS,RR,Golf_Post_RAT_FRAM,71,10.4,1.50,0.22,8.63,0.11,5.82,0.08,34.70,0.33,0.97,0.08,25.21,0.22,0.66,0.01,0.50,0.06,4.82,0.04,0.76,0.06,0.19,0.03,0.36,0.01,15.70,0.10,634,45,526,16,33,15
B090_CS,SD,Scuff_Nougat,90,8.7,2.35,0.23,7.78,0.11,9.25,0.14,45.60,0.41,0.86,0.07,5.81,0.07,0.60,0.01,0.44,0.06,6.70,0.05,1.09,0.07,0.46,0.03,0.38,0.01,18.50,0.11,456,43,320,14,232,17
B091_CS,SU,Fred_Ripple_soil,94,4.0,2.34,0.23,7.27,0.11,7.67,0.11,38.80,0.39,0.82,0.08,4.83,0.08,0.70,0.02,0.34,0.06,4.93,0.05,0.70,0.07,0.28,0.03,0.28,0.01,30.90,0.20,1089,66,361,22,53,19
B100_CS,SU,Leahs_Choice,81,5.1,2.44,0.23,6.89,0.11,7.82,0.11,39.20,0.39,0.82,0.08,5.95,0.08,0.77,0.02,0.38,0.06,5.14,0.05,0.72,0.07,0.25,0.03,0.28,0.01,29.20,0.18,773,60,331,20,46,19
B106_CS,RU,LionStone_Leo_asis,95,5.0,1.98,0.25,8.03,0.12,7.21,0.11,39.70,0.39,0.98,0.08,18.80,0.19,1.00,0.02,0.57,0.06,5.11,0.04,0.78,0.07,0.19,0.03,0.29,0.01,15.30,0.11,573,48,389,17,76,16
B108_CS,RR,LionStone_Numa_RAT,73,5.0,1.72,0.32,8.80,0.15,6.22,0.11,37.20,0.39,1.01,0.09,22.84,0.24,0.91,0.02,0.58,0.06,5.03,0.05,0.77,0.08,0.18,0.03,0.29,0.01,14.30,0.11,572,52,415,19,268,20
B122_CS,RU,FigTree_Barberton,67,2.4,1.76,0.34,14.79,0.23,6.20,0.18,44.30,0.51,0.66,0.09,5.56,0.11,0.60,0.02,0.29,0.06,4.42,0.06,0.51,0.07,0.50,0.04,0.36,0.02,19.80,0.17,1639,89,207,25,47,21
B123_CS,SU,HillTop_Wilson,81,2.6,2.38,0.30,7.61,0.15,9.21,0.16,45.30,0.50,0.87,0.09,7.12,0.12,0.84,0.02,0.51,0.06,6.73,0.07,0.97,0.08,0.36,0.04,0.37,0.02,17.60,0.14,503,62,376,26,35,19
B139_CS,RR,Tenessee_RAT,60,11.7,1.36,0.24,8.38,0.11,5.87,0.11,35.00,0.33,1.03,0.08,24.94,0.22,0.65,0.01,0.58,0.06,5.03,0.04,0.79,0.07,0.20,0.03,0.32,0.01,15.70,0.10,679,47,533,17,35,15
B142_S,RU,Kentucky_asis,87,0.4,0.88,2.77,8.04,0.49,7.89,0.48,43.20,0.95,0.80,0.49,13.41,0.36,0.83,0.07,0.53,0.09,6.34,0.14,0.92,0.24,0.24,0.07,0.24,0.11,16.50,0.23,652,127,439,62,139,35
B145_CS,RR,Kentucky_Cubble_Hill2_RAT,76,4.0,1.54,0.39,9.20,0.17,5.90,0.12,35.90,0.39,1.05,0.09,24.38,0.26,0.65,0.02,0.57,0.06,4.72,0.05,0.71,0.07,0.18,0.03,0.33,0.01,14.70,0.12,618,55,371,20,54,17
B147_CS,RR,Virginia_RAT,71,4.0,1.83,0.29,9.00,0.14,6.32,0.11,36.90,0.40,1.07,0.09,22.09,0.24,0.60,0.02,0.60,0.06,4.43,0.05,0.84,0.07,0.21,0.03,0.39,0.01,15.50,0.12,664,58,381,22,74,18
B149_CS,RR,Ontario_London_RAT,87,3.0,1.64,0.28,9.14,0.15,5.99,0.11,36.40,0.40,1.11,0.09,23.71,0.26,0.72,0.02,0.57,0.06,4.85,0.05,0.74,0.07,0.20,0.03,0.31,0.01,14.50,0.12,638,57,357,21,27,18
B153_CS,RR,Grindstone_RAT,82,4.0,1.70,0.28,8.38,0.13,6.36,0.11,38.00,0.39,1.07,0.09,21.50,0.23,1.45,0.03,0.58,0.06,4.64,0.05,0.83,0.07,0.19,0.03,0.33,0.01,14.80,0.11,604,53,319,18,39,17
B155_CS,RR,Kettlestone_RAT,69,4.0,1.45,0.31,8.63,0.15,5.85,0.11,36.20,0.39,1.03,0.09,23.03,0.26,1.75,0.03,0.55,0.06,4.85,0.05,0.80,0.08,0.20,0.04,0.33,0.01,15.20,0.12,644,59,346,22,19,17
B162_CS,RR,millstone_Dramensfjord_RAT,66,4.0,1.58,0.29,7.41,0.13,6.20,0.11,37.60,0.41,1.17,0.09,21.11,0.24,1.98,0.04,0.59,0.06,5.11,0.05,0.75,0.08,0.21,0.04,0.31,0.01,15.80,0.13,616,59,437,24,11,19
B166_CS,SU,Soil_Millstone_Dahlia,77,4.0,2.40,0.28,7.14,0.13,10.04,0.15,47.70,0.49,0.81,0.08,5.19,0.09,0.64,0.02,0.55,0.06,7.32,0.06,0.85,0.08,0.34,0.04,0.39,0.01,16.60,0.13,339,52,226,19,25,17
B175_CS,RU,Hoghead_ArnoldZiffel_Asis,82,5.0,2.11,0.25,8.29,0.13,7.89,0.13,41.50,0.42,0.99,0.08,14.76,0.16,1.26,0.02,0.56,0.06,5.45,0.05,0.83,0.07,0.22,0.03,0.25,0.01,15.70,0.11,465,48,388,18,108,17
B178_CS,RR1,Diamon_Jenness_Holman3_RAT1,76,4.0,1.72,0.23,6.47,0.10,6.71,0.10,40.60,0.34,1.05,0.08,19.62,0.19,1.37,0.03,0.63,0.06,5.09,0.05,0.79,0.07,0.17,0.03,0.33,0.01,15.40,0.09,531,52,444,20,23,16
B180_CS,RR2,Diamon_Jenness_Holman3_RAT2,60,4.0,1.71,0.31,6.49,0.14,6.70,0.13,40.10,0.44,1.06,0.09,19.64,0.23,1.64,0.03,0.63,0.06,5.03,0.06,0.81,0.07,0.22,0.04,0.31,0.01,15.50,0.13,611,61,486,26,14,19
B184_CS,RR,MacKenzie_Campell_RAT,64,4.0,1.93,0.31,5.43,0.13,7.27,0.13,43.00,0.46,1.15,0.09,17.01,0.21,1.90,0.03,0.69,0.06,4.60,0.05,0.86,0.08,0.20,0.04,0.32,0.01,15.60,0.12,546,58,447,24,9,17
B187_CS,RR,Inuvik_Toruyuktuk_RAT,53,3.8,1.79,0.25,5.45,0.11,7.17,0.11,39.90,0.37,1.11,0.09,18.17,0.20,1.67,0.03,0.67,0.07,5.48,0.06,0.86,0.08,0.22,0.04,0.36,0.01,17.10,0.12,606,64,489,27,13,18
B195_CS,RR,Bylot_RAT,63,4.0,1.86,0.29,6.81,0.13,6.52,0.12,37.90,0.42,1.01,0.09,19.33,0.23,1.69,0.03,0.60,0.06,5.01,0.05,0.77,0.07,0.23,0.04,0.37,0.02,17.70,0.14,933,67,499,26,10,19
B199_CS,RU,Sermilik_vein_asis,62,4.0,2.11,0.31,7.87,0.15,7.83,0.14,42.20,0.46,0.96,0.09,14.03,0.18,0.94,0.02,0.55,0.06,5.84,0.06,0.91,0.07,0.29,0.04,0.34,0.01,16.00,0.13,540,59,380,23,187,20
B214_CS,RU,Escher_Kirchner_Asis,73,5.0,2.63,0.27,7.67,0.13,7.81,0.12,41.90,0.41,1.01,0.08,14.42,0.16,1.67,0.03,0.59,0.06,5.72,0.05,0.81,0.07,0.25,0.03,0.27,0.01,15.10,0.11,435,50,352,18,607,24
B216_CS,RB,Escher_Kirchner_brushed,67,4.0,2.46,0.20,7.57,0.08,7.59,0.08,41.50,0.25,1.00,0.07,15.61,0.13,1.72,0.02,0.61,0.06,5.66,0.04,0.79,0.07,0.21,0.03,0.28,0.01,14.80,0.06,449,44,287,14,608,21
B217_CS,RU,Escher_Nolde_dirty,80,4.6,2.21,0.26,7.83,0.12,9.32,0.12,45.80,0.45,0.86,0.08,5.49,0.08,0.62,0.02,0.43,0.06,6.88,0.06,1.11,0.07,0.50,0.04,0.41,0.01,18.50,0.13,395,50,281,18,69,18
B218_CS,RB,Escher_Nolde_brushed,72,8.0,2.22,0.24,7.65,0.11,8.11,0.13,42.90,0.41,1.06,0.08,10.53,0.12,1.26,0.02,0.52,0.06,7.03,0.05,0.94,0.07,0.28,0.03,0.31,0.01,17.00,0.11,547,47,435,17,238,18
B220_CS,RR,Escher_Kirchner_RAT,74,4.0,1.63,0.28,8.37,0.13,6.06,0.11,36.50,0.39,1.01,0.09,23.03,0.25,0.78,0.02,0.57,0.06,5.00,0.05,0.75,0.07,0.18,0.03,0.24,0.01,15.70,0.12,564,55,314,19,425,24
B237A_CS,SD,Auk_RAT,70,7.0,2.39,0.24,6.90,0.11,10.41,0.13,48.80,0.47,0.84,0.07,4.56,0.07,0.58,0.01,0.59,0.06,7.38,0.06,0.85,0.07,0.28,0.03,0.35,0.01,15.90,0.11,323,46,178,14,21,16
B237B_S,SU,Aukling_soil_TG,71,0.3,1.79,4.78,8.41,0.86,9.58,0.84,47.20,1.40,0.23,0.87,4.82,0.29,0.61,0.09,0.45,0.11,7.25,0.20,1.08,0.29,0.42,0.10,0.27,0.17,17.80,0.30,233,151,194,70,4,41
B240_CS,RU,Ellesmere_NoCoating,70,2.0,1.85,0.50,8.03,0.23,7.27,0.18,40.40,0.50,1.00,0.10,18.01,0.25,1.26,0.03,0.60,0.07,5.26,0.07,0.76,0.08,0.20,0.04,0.25,0.02,15.00,0.14,509,66,380,28,395,26
B241_CS,RU,Ellesmere_Barbeau,53,3.3,2.09,0.32,7.47,0.16,7.39,0.16,41.50,0.49,0.97,0.10,14.99,0.21,1.18,0.03,0.59,0.07,5.79,0.07,0.81,0.08,0.23,0.04,0.39,0.02,16.30,0.14,528,70,453,31,1232,38
B249_CS,SU,Rocknest_void_soil,80,3.3,2.39,0.22,7.65,0.10,9.59,0.11,46.70,0.35,0.85,0.08,4.62,0.07,0.59,0.01,0.48,0.06,7.30,0.06,0.91,0.07,0.45,0.04,0.40,0.01,18.00,0.10,344,48,184,15,24,16
B260_CS,RU,Wopmay_Otter,61,1.0,1.92,0.83,7.67,0.23,7.31,0.20,40.40,0.61,1.04,0.19,18.29,0.33,1.07,0.05,0.62,0.08,5.22,0.09,0.81,0.18,0.19,0.05,0.20,0.05,15.10,0.19,519,92,394,45,368,34
B261_CS,RU,Wopmay_Otter_b,60,3.0,2.01,0.31,7.67,0.15,7.27,0.13,40.50,0.47,1.06,0.09,18.32,0.23,1.03,0.03,0.60,0.07,5.25,0.06,0.69,0.08,0.18,0.04,0.20,0.01,15.10,0.13,510,62,363,25,424,26
B283_CS,RU,Wanganui,40,3.3,1.95,0.35,7.43,0.17,8.47,0.17,43.50,0.53,0.95,0.10,11.93,0.19,0.96,0.03,0.59,0.07,6.79,0.08,0.89,0.08,0.29,0.04,0.33,0.02,15.80,0.15,417,74,391,33,18,22
B306_CS,RB,Paikia_brushed,81,4.0,1.74,0.27,8.08,0.13,6.45,0.14,38.70,0.41,1.09,0.09,21.47,0.23,1.10,0.02,0.54,0.06,4.49,0.05,0.76,0.08,0.18,0.03,0.27,0.01,14.90,0.11,564,51,624,22,147,18
B307_CS,RR,Paikia_RAT,63,3.0,1.84,0.31,7.86,0.15,6.36,0.12,37.70,0.44,1.13,0.09,21.35,0.26,1.42,0.03,0.57,0.06,4.59,0.06,0.77,0.07,0.16,0.04,0.33,0.02,15.70,0.14,571,62,628,29,10,17
B308_CS,RB,Wharenhui_RAT_stalled,72,4.0,1.68,0.27,9.38,0.14,6.28,0.11,37.00,0.40,1.02,0.09,21.55,0.24,1.07,0.02,0.54,0.06,4.27,0.05,0.76,0.07,0.21,0.03,0.29,0.01,15.80,0.12,804,58,301,19,103,18
B311_CS,RU,Pohutu_asis,75,3.5,2.55,0.28,7.86,0.14,8.63,0.17,42.60,0.45,0.91,0.09,11.14,0.15,0.84,0.02,0.50,0.06,6.33,0.06,0.77,0.07,0.24,0.03,0.28,0.01,17.30,0.13,466,55,273,20,44,18
B312_CS,RR,Wharenhui_RAT,71,4.0,1.83,0.27,9.11,0.14,6.43,0.11,37.50,0.40,1.08,0.09,21.33,0.23,1.49,0.03,0.56,0.06,4.10,0.05,0.81,0.07,0.20,0.03,0.32,0.01,15.10,0.12,605,55,259,18,38,18
B368_CS,ST,Left_of_peanut_TrenchFloor,78,3.0,2.20,0.22,7.13,0.11,8.98,0.13,44.60,0.47,0.84,0.08,6.58,0.10,0.50,0.02,0.45,0.06,6.75,0.07,1.17,0.09,0.46,0.04,0.39,0.02,19.90,0.15,449,61,409,26,70,20
B369_CS,SU,Crest_RippleCrest,80,4.0,2.13,0.20,6.39,0.10,7.36,0.13,37.40,0.37,0.87,0.08,4.64,0.08,0.71,0.02,0.33,0.06,4.88,0.05,0.67,0.07,0.27,0.04,0.29,0.01,33.80,0.22,1292,73,357,23,101,21
B370_CS,SU,Caviar_undisturbedSoil,80,6.0,2.17,0.22,6.61,0.10,7.83,0.10,39.80,0.40,0.82,0.07,5.05,0.07,0.68,0.01,0.40,0.06,5.67,0.05,0.78,0.07,0.32,0.03,0.29,0.01,29.40,0.18,750,56,300,18,47,17
B373_CS,SD,Scuff_Srcuffy,67,6.0,2.11,0.20,7.20,0.10,9.10,0.14,45.30,0.44,0.88,0.08,6.06,0.08,0.52,0.01,0.44,0.06,6.87,0.06,1.25,0.07,0.46,0.04,0.39,0.01,19.30,0.13,386,51,351,19,94,19
B381_CS,RU,Russett_Cobble,64,6.0,1.84,0.20,7.15,0.10,6.81,0.10,38.50,0.36,1.05,0.08,20.82,0.21,0.94,0.02,0.57,0.06,5.47,0.05,0.80,0.07,0.20,0.03,0.30,0.01,15.40,0.11,628,51,585,21,60,16
B393_CS,RU,Omaha as is,78,3.0,2.00,0.22,7.39,0.12,7.10,0.14,39.40,0.42,1.01,0.09,19.81,0.23,0.89,0.02,0.56,0.06,5.16,0.06,0.83,0.07,0.20,0.03,0.30,0.01,15.30,0.13,634,58,441,23,53,18
B400_CS,RU,Gagarin_asis,70,3.9,2.00,0.28,7.19,0.13,7.54,0.12,41.00,0.43,1.04,0.09,16.51,0.19,0.98,0.02,0.56,0.06,5.46,0.06,0.89,0.08,0.20,0.03,0.34,0.01,16.20,0.13,543,56,450,23,73,19
B401_CS,RB,Gagarin_brush,78,3.5,1.79,0.28,7.25,0.13,6.71,0.12,38.30,0.40,1.03,0.09,21.46,0.23,0.92,0.02,0.57,0.06,5.36,0.05,0.78,0.07,0.17,0.03,0.31,0.01,15.20,0.12,574,55,405,21,67,18
B403_CS,RR,Gagarin_RAT,69,4.0,1.35,0.20,7.33,0.10,4.90,0.08,32.60,0.32,1.07,0.09,28.62,0.28,0.61,0.02,0.51,0.06,5.78,0.06,0.68,0.08,0.17,0.03,0.35,0.01,15.90,0.11,585,56,436,22,54,17
B416_CS,SU,Mobarek_undist_soil,81,3.0,2.21,0.26,6.75,0.13,8.19,0.13,41.50,0.36,0.86,0.08,5.21,0.08,0.67,0.02,0.42,0.06,6.17,0.06,0.85,0.07,0.33,0.04,0.33,0.01,26.30,0.15,608,63,282,22,39,17
B420_CS,SU,RippleCrest_NoRooz,86,3.6,2.11,0.30,6.67,0.14,7.72,0.12,39.50,0.41,0.88,0.08,5.90,0.09,0.72,0.02,0.39,0.06,5.30,0.05,0.80,0.07,0.28,0.04,0.29,0.01,29.30,0.19,850,63,371,22,73,19
B420B_CS,SU,RippleCrest_MayNoRooz,84,3.0,2.19,0.20,6.61,0.10,7.76,0.11,39.00,0.41,0.84,0.08,5.15,0.09,0.70,0.02,0.36,0.06,5.27,0.05,0.78,0.07,0.27,0.04,0.29,0.01,30.60,0.21,965,71,348,25,96,21
B443_CS,SU,Recovery_Cure,52,3.8,2.01,0.20,6.43,0.09,7.78,0.11,40.00,0.42,0.83,0.08,5.54,0.09,0.72,0.02,0.43,0.06,5.69,0.06,0.79,0.07,0.32,0.04,0.32,0.02,29.00,0.20,729,75,354,28,48,20
B499_CS,SD,NorthDune_New_Track,72,1.0,2.32,0.28,7.05,0.17,8.74,0.20,44.80,0.60,0.91,0.11,6.59,0.16,0.72,0.03,0.47,0.07,7.06,0.10,1.02,0.09,0.41,0.05,0.39,0.03,19.40,0.21,445,87,298,40,130,27
B505_CS,SU,Purgatrough_ThroughPlain,84,3.8,2.15,0.18,6.54,0.09,7.80,0.10,39.30,0.38,0.82,0.07,5.24,0.07,0.65,0.02,0.39,0.06,5.39,0.05,0.75,0.07,0.32,0.03,0.28,0.01,30.20,0.19,743,61,331,20,48,17
B507_CS,SD,Purgatory_Track2.,76,3.8,2.13,0.22,7.02,0.12,8.70,0.17,44.10,0.44,0.94,0.08,7.36,0.11,0.76,0.02,0.50,0.06,6.75,0.06,1.05,0.07,0.35,0.04,0.37,0.01,19.80,0.15,463,55,452,23,121,21
B509_CS,SU,Purgatory_Flank1,85,3.6,2.18,0.18,6.37,0.08,7.94,0.09,39.90,0.29,0.80,0.07,5.07,0.07,0.66,0.02,0.42,0.06,5.54,0.05,0.73,0.07,0.29,0.03,0.26,0.01,29.70,0.13,865,64,328,21,45,17
B548_CS,RR,IceCream_RAT,59,13.5,1.74,0.18,7.31,0.08,5.91,0.07,36.20,0.25,1.04,0.07,23.81,0.17,0.64,0.01,0.58,0.06,5.49,0.04,0.78,0.06,0.21,0.03,0.31,0.01,15.80,0.07,449,41,480,14,109,15
B552_CS,RU,Cobble_Arkansas,54,12.1,1.96,0.16,7.90,0.08,8.23,0.08,42.60,0.28,1.27,0.07,9.90,0.10,1.31,0.02,0.55,0.06,7.24,0.05,0.95,0.07,0.26,0.03,0.33,0.01,17.40,0.07,539,45,418,15,110,16
B554_CS,RU,Cobble_Perseverance,26,12.2,1.50,0.19,7.12,0.10,8.83,0.11,44.00,0.38,1.21,0.08,6.91,0.09,0.95,0.02,0.55,0.06,6.84,0.06,0.93,0.07,0.23,0.04,0.31,0.01,20.50,0.12,508,65,327,24,79,19
B556_CS,RB,LemonRind,69,12.0,2.22,0.16,7.07,0.07,7.49,0.07,40.20,0.25,1.07,0.07,15.30,0.12,1.49,0.02,0.55,0.06,6.07,0.04,0.89,0.06,0.24,0.03,0.37,0.01,17.00,0.06,525,41,474,14,67,14
B558_CS,RR,Fruitbasket_Strawberry,79,12.1,1.57,0.17,8.09,0.09,5.72,0.07,32.80,0.29,0.99,0.07,27.39,0.22,0.57,0.01,0.50,0.06,5.13,0.04,0.72,0.06,0.19,0.03,0.39,0.01,15.80,0.10,504,39,563,14,84,15
B560_CS,RR,LemonRind_RAT,77,10.6,2.02,0.22,7.83,0.10,6.17,0.08,35.10,0.32,1.05,0.08,23.12,0.20,1.54,0.02,0.54,0.06,5.20,0.04,0.75,0.06,0.19,0.03,0.38,0.01,16.00,0.10,508,41,457,14,67,15
B593_CS,RB,Elephant,59,2.7,1.84,0.24,7.37,0.13,6.84,0.13,38.80,0.44,1.08,0.10,19.53,0.25,0.90,0.03,0.61,0.07,5.49,0.07,0.79,0.09,0.22,0.04,0.28,0.02,16.10,0.14,576,66,450,29,294,24
B594_CS,RU,Desception,56,10.3,1.79,0.17,7.45,0.09,6.63,0.08,38.50,0.30,1.05,0.07,19.83,0.16,0.74,0.01,0.58,0.06,5.06,0.04,0.80,0.07,0.19,0.03,0.23,0.01,17.00,0.09,515,46,423,16,103,16
B634_CS,RR,Olympia_Kalavrita,71,10.4,1.78,0.22,7.39,0.10,6.52,0.09,37.50,0.35,0.98,0.08,20.72,0.18,0.56,0.01,0.55,0.06,5.84,0.04,0.79,0.07,0.25,0.03,0.33,0.01,16.60,0.10,496,42,394,14,67,15
B638_CS,RB,Olympia_Ziakas,77,12.0,1.73,0.16,7.36,0.07,6.26,0.06,36.90,0.23,1.02,0.07,23.00,0.16,0.84,0.01,0.55,0.06,5.12,0.03,0.76,0.06,0.18,0.03,0.31,0.01,15.80,0.06,544,39,559,13,74,14
B642_CS,CU,Olympia_Antistasi_Cobble,53,11.9,2.51,0.18,7.63,0.08,11.43,0.11,47.40,0.35,1.09,0.07,3.73,0.05,0.53,0.01,0.45,0.06,6.92,0.05,1.08,0.07,0.24,0.03,0.30,0.01,16.50,0.08,899,49,189,12,35,14
B675_CS,RU,Williams_asis_long,57,11.8,1.88,0.18,7.50,0.09,6.93,0.09,39.10,0.35,1.01,0.08,19.62,0.18,0.75,0.01,0.57,0.06,5.45,0.04,0.83,0.07,0.19,0.03,0.25,0.01,15.80,0.10,549,44,470,15,65,15
B679_CS,RU,Ted,76,2.7,2.04,0.31,7.27,0.15,7.29,0.14,40.10,0.44,1.03,0.09,17.51,0.21,0.90,0.02,0.57,0.06,5.61,0.06,0.85,0.07,0.21,0.04,0.32,0.02,16.20,0.14,571,59,541,26,161,21
B680_CS,RB,Ted_Brushed,80,11.3,1.93,0.16,7.23,0.07,6.69,0.07,38.20,0.24,1.03,0.07,20.62,0.15,0.80,0.01,0.58,0.06,5.45,0.04,0.78,0.06,0.19,0.03,0.31,0.01,16.00,0.06,548,40,536,13,177,15
